artist,song title ,text
Indigo Girls,three hits,three hits to the heart son and its poetry in motion one could send you down the river threes a strange way to be delivered would you trade your words for freedom thats a barter for a blind man three hits to the heart son and its poetry in motion are you leveed like a treasure only words can help me find you and this worlds a fickle measure i will painfully remind you from a wise man to your red hand you lay covered in our best sins three hits to the heart son and its poetry in motion well i dream you constant stranger with your best bloods and your anger you say mother do you claim me my beloved do you blame me well the first two might release you but the last one sings in me son three hits to the heart son and its poetry in motion three hits to the heart son and the last one sings in me
Indigo Girls,galileo,galileos head was on the block the crime was looking up the truth and as the bombshells of my daily fears explode i try to trace them to my youth and then you had to bring up reincarnation over a couple of beers the other night  an now im serving time for mistakes made by another in another lifetime how long til my soul gets it right can any human being ever reach that kind of light i call on the resting soul of galileo_ king of night vision king of insight an then i think about my fear of motion which i never could explain some other fool across the ocean years ago must have crashed his little airplane how long til my soul gets it right can any human being ever reach that kind of light i call on the resting soul of galileo king of night vision king of insight im not making a joke you know me i take everything so seriously if we wait for the time til all souls get it right then at least i know therell be no nuclear annihilation in my lifetime im still not right  i offer thanks to those before me thats all ive got to say cause maybe you squandered big bucks in your lifetime  now i have to pay! but then again it feels like some sort of inspiration to let the next life off the hook or shell say look what i had to overcome from my last life  i think ill write a book! how long till my soul gets it right my soul gets it right can any human being ever reach the highest light except for the resting soul of galileo galileo god bless your soul king of night vision king of insight how long til my soul gets it right how long til my soul gets it right how long til my soul gets it right
Indigo Girls,ghost,theres a letter on the desktop that i dug out of a drawer the last truce we ever came to from our adolescent war and i start to feel a fever from the warm air through the screen you come regular like seasons shadowing my dreams and the mississippis mighty but it starts in minnesota at a place where you could walk across with five steps down and i guess thats how you started like a pinprick to my heart but at this point you rush right through me and i start to drown and theres not enough room in this world for my pain signals cross and love gets lost and time passed makes it plain of all my demon spirits i need you the most im in love with your ghost im in love with your ghost dark and dangerous like a secret that gets whispered in a hush dont tell a soul when i wake the things i dreamt about you last night make me blush dont tell a soul when you kiss me like a lover then you sting me like a viper i go follow to the river play your memory like the piper and i feel it like a sickness how this love is killing me but id walk into the fingers of your fire willingly and dance the edge of sanity ive never been this close in love with your ghost ooooh: unknowing captor youll never know how much you pierce my spirit but i cant touch you can you hear it a cry to be free or im forever under lock and key as you pass through me now i see your face before me i would launch a thousand ships to bring your heart back to my island as the sand beneath me slips as i burn up in your presence and i know now how it feels to be weakened like achilles with you always at my heels and my bitter pill to swallow is the silence that i keep that poisons me i cant swim free the river is too deep though im baptized by your touch i am no worse at most in love with your ghost
Indigo Girls,joking,you said the world was magic i was wide eyed and laughing we were dancing up to the bright side forget about your ego forget about your pride and you will never have to compromise but you were only joking we talked about our mothers kissed the wounds of our fathers i couldve been your sister i wouldve been your brother you kissed me like i was a soldier heading for war im a dying man but i dont know what for but you were only joking you were only joking brother gravel and glass on the bottom of my feet i bruised my heels on the swollen street we were girls in bars we were boys on the town bumping like a pinball off a careless crowd you said good friends are hard to come by i laughed and bought you a beer cause its too corny to cry well sentiment given and sentiment lost you shook it off with a smirk and a toss and you were only joking you were only joking brother
Indigo Girls,jonas and ezekial,i left my anger in a river running highway five new hampshire vermont border by college farms hubcaps and falling rocks voices in the woods and the mountaintops i used to search for reservations and native lands before i realized everywhere stand there have been tribal feet running wild as fire some past life sister of my desire jonas and ezekial hear me now steady now dont come out im not ready for the dead to show its face whose turn is it anyway when i was young my people taught me well give back what you take or youll go to hell its not the devils land you know its not that kind every devil i meet becomes a friend of mine every devil i meet is an angel in disguise jonas and ezekial hear me now steady now dont come out im not ready for the dead to show its face whose turn is it anyway white chain rope fear be still my dear a bullet in the head now hes dead a friend of a friend someone said he was an activist with a very short life i think theres a lesson here he died without a fight in the war over land where the world began prophecy says its where the world will end but theres a tremor growing in our own backyard fear in our heads fear in our hearts prophets in the graveyard jonas and ezekiel hear me now stead now dont come out im not ready for the dead to show its face whose turn is it anyway jonas and ezekial hear me now steady now i feel your ghost about im not ready for the dead to show its face whose angel are you anyway 
Indigo Girls,love will come to you,guess i wasnt the best one to ask me myself with my face pressed up against loves glass to see the shiny toy ive been hoping for the one i never can afford the wide world spins and spits turmoil and the nations toil for peace but the paws of fear upon your chest only love can soothe that beast and my words are paper tigers no match for the predator of pain inside her i say love will come to you hoping just because i spoke the words that theyre true as if ive offered up a crystal ball to look through where theres now one there will be two i was born under the sign of cancer like brushing cloth i smooth the wrinkles for an answer i close my eyes and wish you fine im always closing my eyes wishing im fine even though i know youre not this time even though im not this time i say love will come to you hoping just because i spoke the words that theyre true as if ive offered up a crystal ball to look through where theres now one there will be two dodging your memories a field of knives always on the outside looking in on others lives i say love will come to you hoping just because i spoke the words that theyre true as if ive offered up a crystal ball to look through where theres now one there will be two and i wish her insight to battle loves blindness strength from the milk of human kindness a safe place for all the pieces that scattered learn to pretend theres more than love that matters
Indigo Girls,romeo and juliet,love struck romeo sings the streets a serenade hes layin everybody low hes got a love song that he made well he finds a convenient street light and he steps out of the shade and says something like you and me babe how about it juliet says hey its romeo you nearly gave me a heart attack yeah well hes underneath my window now shes singin hey la my boyfriends back you shouldnt come around here singin up to people like that oh anyway what you gonna do about it oh juliet the dice were loaded from the start and i bet and you exploded into my heart and i forget i forget the movie song when you gonna realize it was just that the time was wrong julie we both come up on different streets and they were both streets of shame theyre both dirty both mean and yes even our dreams were the same but i dreamed your dream for you and now your dream is real so tell me honey now how can you look at me as if i were just another one of your deals now you can fall for chains of silver and you can fall for chains of gold you know you you fall for pretty strangers and the promises since they hold well you promised me everything and then you and then you promised me thick and thin and now you just turn away and say romeo i think i used to have a scene with him oh juliet when we made love you used to cry you said i love you like the stars above im gonna love you till i die theres a place for us i know you know this song now when you gonna realize it was just that the time was wrong julie im so in love so in love yeah but i cant do the talk like they talk on my tv screen i cant do a love song not the way you sung it to me i cant do anything but i would do anything for you oh no i cant do anything except be in love with you yeah now all i do is miss you and the way it used to be and all and all i do is keep the beat i keep bad bad company and all i do is kiss you through the bars of this rhyme when julie id do the stars with you anytime oh juliet when we made love you used to cry you said i love you like the stars above im gonna love you till i die theres a place for us i know you know the movie song one day you gonna realize it was just that the time was wrong julie julie julie oh this love struck romeo sings the streets a serenade layin everybody low hes got a love song that he made finds a convenient street light and hell step out of the shade and hell say something like you and me babe how about it 
Indigo Girls,virginia wolf,some will strut and some will fret see this an hour on the stage others will not but theyll sweat in their hopelessness in the rage were all the same the men of anger and the women of the page they published your diary and thats how i got to know you key to the room of your own and a mind without end heres a young girl on a kind of a telephone line through time the voice at the other end comes like a long lost friend so i know im alright my life will come my life will go still i feel its alright i just got a letter to my soul when my whole life is on the tip of my tongue empty pages for the no longer young the apathy of time laughs in my face you say each life has its place the hatches were battened thunderclouds rolled and the critics stormed battles surrounded the white flag of your youth but if you need to know that you weathered the storm of cruel mortality a hundred years later im sitting here living proof so you know its alright your life will come your life will go still youll feel its alright someone will get a letter to your soul when your whole life was on the tip of you tongue empty pages for the no longer young the apathy of time laughed in your face did you hear me say each life has its place the place where you hold me is dark in a pocket of truth the moon has swallowed the sun and the light of the earth and so it was for you when the river eclipsed your life but sent your soul like a message in a bottle to me and it was my rebirth so we know its alright life will come and life will go still we know its alright someone will get a message to your soul then you know its alright and you feel its alright when my whole life is on the tip of my tongue empty pages for the no longer young then you know its alright and you feel its alright each life has its place you say each life has its place its alright
Indigo Girls,chickenman,i am an only child born of the wild riddled to spend my time defending my land you are my only one born in the sun riddled to spend your time defending my plan dead dog on the highway median cats are growling at me i turn my lights on brighter counting through the night ride one more life for the taker chickenman one more song for the maker chickenman on the road to athens i saw a dead deer on the highway i slipped into a desert five prairie dogs and a rabbit i was running down on queen street i saw a woman on the sidewalk she was beaten by a stranger danger danger danger one more life for the taker chickenman chicken man chickenman hold my hand one more life forthe maker hold my hand chickenman i was on the road to austin i met a man on the highway he sold me junk and conversation he was wise and dirty from the wather i said darkness into darkness all the carnage of my journeys makes it hard to be living he said its a long road to be forgiven one more life for the taker chickenman chickenman chickenman hold my hand one more song for the maker chickenman chickenman chickenman hold my hand i am an only child born of the wild riddled to spend my time defending my land you are my only one born in the sun riddled to spend you time defending my plan i went looking for a car found myself beneath the stars i went looking for a girl found a man and his world chickenman chickenman chickenman hold my hand i am an only child hold my hand chickenman chickenman chickenman hold my hand
Indigo Girls,airplane,up on the airplane nearer my god to thee i start making a deal inspired by gravity if i did wrong i wont do it again i can be sweet and good and nice and if i had enemies theyre friends i hold onto my life with the grip of a vice up on the airplane nearer my god to thee i start making a deal inspired by gravity that little spot on the ground is my hometown i like to call it my home and its sweet id rather take a seat down there than a throne up here up above 30 000 feet and im up on the airplane i never shouldve read my horo scope or the fortune on the bubble gum strip saying what you think wont happen will great thing to read before a trip on an airplane pilot says the big blue skys like a swimming pool big fluffy clouds like a feather bed id rather have a real pillow underneath my head lying in my bed which is in my hometown which is on the ground far from an airplane far from an airplane up on the airplane up on the ill be making a deal up on the ill be making a deal up on the ill be making a deal
Indigo Girls,nashville,as i drive from your pearly gates i realize that i just cant stay all those mountains they kept you locked inside and hid the truth from my slighted eyes i came to you with a half open heart dreams upon my back illusions of a brand new start nashville cant i carry the load is it my fault i cant reap what i sow nashville did you give me half a chance with your southern style and your hidden dance all those voices they whisper through my walls they talk of falling fast they say im losing it all they say im running blind to a love of my own but ill be walking proud im saving what i still own i fell on my knees to kiss your land but you are so far down i cant even see to stand nashville you forgot the human race you see with half a mind what colors hide the face nashville id like to know your fate id like to stay awhile but ive seen your lowered state today im leaving but ive got all these debts to pay we all owe our dues ill pay in some other place i never ask that you pay me back we all arrive with more i left with less than i had your town is made for people passing through a last chance for cause well i thought i knew nashville tell me what you gonna do with your southern style itll never pull you through nashville i cant place no blame but if you forget my face ill never call your name again i fell on my knees to kiss your land but you are so far down i cant even see to stand nashville you forgot the human race you see with half a mind what colors hide the face nashville id like to know your fate id like to stay awhile but ive seen your lowered state today im running away
Indigo Girls,let it be me,sticks and stones battle zones a single light bulb on a single thread for the black sirens wail history fails rose colored glass begins to age and crack while the politicians shadowbox the power ring in an endless split decision never solve anything from a neighbors distant land i heard the strain of the common man let it be me this is not a fighting song let it be me not a wrong for a wrong let it be me if the world is night shine my life like a light well the world seems spent and the president has no good idea of who the masses are well im one of them and im among friends trying to see beyond the fences of our own backyard ive seen kingdoms blow like ashes in the winds of change but the power of truth is the fuel for the flame so the darker the ages get theres a stronger beacon yet let it be me this is not a fighting song let it be me not a wrong for a wrong let it be me if the world is night shine my life like a light in the kind word you speak in the turn of the cheek when your vision stays clear in the face of your fear then you see turning off a light switch is their only power when we stand like spotlights in a mighty tower all for one and one for all then we sing the common call let it be me this is not a fighting song let it be me not a wrong for a wrong let it be me if the world is night shine my life like a light
Indigo Girls,cedar tree,you dug a well you dug it deep for every wife you buried you planted a cedar tree the best you ever had i stand where you stood i stand for the bad or good i am green you are wood the best he ever had i dig a well i dig it deep and for my only love i plant a cedar tree the best we ever had
