Indigo Girls,Three Hits,"Three hits to the heart son
And its poetry in motion
One could send you down the river
Threes a strange way to be delivered
Would you trade your words for freedom 
Thats a barter for a blind man
Three hits to the heart son
And its poetry in motion
Are you leveed like a treasure 
Only words can help me find you
And this worlds a fickle measure
I will painfully remind you
From a wise man to your red hand
You lay covered in our best sins
Three hits to the heart son
And its poetry in motion
Well I dream you constant stranger
With your best bloods and your anger
You say Mother do you claim me 
My beloved do you blame me 
Well the first two might release you
But the last one sings in me son
Three hits to the heart son
And its poetry in motion
Three hits to the heart son
And the last one sings in me"
Indigo Girls,Galileo,"Galileos head was on the block
The crime was looking up the truth
And as the bombshells of my daily fears explode
I try to trace them to my youth
And then you had to bring up reincarnation
Over a couple of beers the other night   
An now Im serving time for mistakes
Made by another in another lifetime
How long til my soul gets it right 
Can any human being ever reach that kind of light 
I call on the resting soul of Galileo:
King of night vision king of insight
An then I think about my fear of motion
Which I never could explain
Some other fool across the ocean years ago
Must have crashed his little airplane
How long til my soul gets it right 
Can any human being ever reach that kind of light 
I call on the resting soul of Galileo:
King of night vision king of insight
Im not making a joke
You know me I take everything so seriously
If we wait for the time til all souls get it right
Then at least I know therell be no nuclear annihilation
In my lifetime
Im still not right   
I offer thanks to those before me
Thats all Ive got to say
Cause maybe you squandered big bucks in your lifetime   
Now I have to pay!
But then again it feels like some sort of inspiration
To let the next life off the hook
Or shell say: look what I had to overcome from my last life   
I think Ill write a book!
How long till my soul gets it right 
(My soul gets it right)
Can any human being ever reach the highest light
Except for the resting soul of Galileo:
(Galileo    God bless your soul)
King of night vision king of insight 
How long 
(til my soul gets it right)
How long 
(til my soul gets it right)
How long 
(til my soul gets it right)"
Indigo Girls,Ghost,"Theres a letter on the desktop that i dug out of a drawer the last truce we ever came to from our adolescent war and i start to feel a fever from the warm air through the screen you come regular like seasons shadowing my dreams and the mississippis mighty but it starts in Minnesota at a place where you could walk across with five steps down and i guess thats how you started like a pinprick to my heart but at this point you rush right through me and i start to drown and theres not enough room in this world for my pain signals cross and love gets lost and time passed makes it plain of all my demon spirits i need you the most im in love with your ghost im in love with your ghost dark and dangerous like a secret that gets whispered in a hush (dont tell a soul) when i wake the things i dreamt about you last night make me blush (dont tell a soul) when you kiss me like a lover then you sting me like a viper i go follow to the river play your memory like the piper and i feel it like a sickness how this love
is killing me but id walk into the fingers of your fire willingly and dance the edge of sanity ive never been this close in love with your ghost ooooh: unknowing captor youll never know how much you pierce my spirit but i cant touch you can you hear it a cry to be free or im forever under lock and key as you pass through me now i see your face before me i would launch a thousand ships to bring your heart back to my island as the sand beneath me slips as i burn up in your presence and i know now how it feels to be weakened like Achilles with you always at my heels and my bitter pill to swallow is the silence that i keep that poisons me i cant swim free the river is too deep though im baptized by your touch i am no worse at most in love with your ghost"
Indigo Girls,Joking,You said the world was magic i was wide eyed and laughing we were dancing up to the bright side forget about your ego forget about your pride and you will never have to compromise but you were only joking we talked about our mothers kissed the wounds of our fathers i couldve been your sister i wouldve been your brother you kissed me like i was a soldier heading for war im a dying man but i dont know what for but you were only joking you were only joking brother gravel and glass on the bottom of my feet i bruised my heels on the swollen street we were girls in bars we were boys on the town bumping like a pinball off a careless crowd you said good friends are hard to come by i laughed and bought you a beer cause its too corny to cry well sentiment given and sentiment lost you shook it off with a smirk and a toss and you were only joking you were only joking brother
Indigo Girls,Jonas and Ezekial,I left my anger in a river running highway five new hampshire vermont border by college farms hubcaps and falling rocks voices in the woods and the mountaintops i used to search for reservations and native lands before i realized everywhere stand there have been tribal feet running wild as fire some past life sister of my desire jonas and ezekial hear me now steady now dont come out im not ready for the dead to show its face whose turn is it anyway  when i was young my people taught me well give back what you take or youll go to hell its not the devils land you know its not that kind every devil i meet becomes a friend of mine every devil i meet is an angel in disguise jonas and ezekial hear me now steady now dont come out im not ready for the dead to show its face whose turn is it anyway  white chain rope fear be still my dear a bullet in the head now hes dead a friend of a friend someone said he was an activist with a very short life i think theres a lesson here he died without a fight in the war over land where the world began prophecy says its where the world will end but theres a tremor growing in our own backyard fear in our heads fear in our hearts prophets in the graveyard jonas and ezekiel hear me now stead now dont come out im not ready for the dead to show its face whose turn is it anyway  jonas and ezekial hear me now steady now i feel your ghost about im not ready for the dead to show its face whose angel are you anyway 
Indigo Girls,Love Will Come to You,Guess i wasnt the best one to ask me myself with my face pressed up against loves glass to see the shiny toy ive been hoping for the one i never can afford the wide world spins and spits turmoil and the nations toil for peace but the paws of fear upon your chest only love can soothe that beast and my words are paper tigers no match for the predator of pain inside her i say love will come to you hoping just because i spoke the words that theyre true as if Ive offered up a crystal ball to look through where theres now one there will be two i was born under the sign of cancer like brushing cloth i smooth the wrinkles for an answer i close my eyes and wish you fine (im always closing my eyes wishing im fine) even though i know youre not this time (even though im not this time) i say love will come to you hoping just because i spoke the words that theyre true as if ive offered up a crystal ball to look through where theres now one there will be two dodging your memories a field of knives always on the outside looking in on others lives i say love will come to you hoping just because i spoke the words that theyre true as if ive offered up a crystal ball to look through where theres now one there will be two and i wish her insight to battle loves blindness strength from the milk of human kindness a safe place for all the pieces that scattered learn to pretend theres more than love that matters
Indigo Girls,Romeo and Juliet,"Love struck Romeo
Sings the streets a serenade
Hes layin everybody low
Hes got a love song that he made
Well he finds a convenient street light
And he steps out of the shade and says something like
You and me babe how about it 
Juliet says Hey its Romeo
You nearly gave me a heart attack yeah well
Hes underneath my window now shes singin
Hey la my boyfriends back
You shouldnt come around here
Singin up to people like that
Oh anyway what you gonna do about it 
Oh Juliet the dice were loaded from the start
And I bet
And you exploded into my heart
And I forget I forget the movie song
When you gonna realize 
It was just that the time was wrong
Julie
We both come up on different streets
And they were both streets of shame
Theyre both dirty both mean
And yes even our dreams were the same
But I dreamed your dream for you
And now your dream is real so tell me honey
Now how can you look at me as
If I were just another one of your deals 
Now you can fall for chains of silver
And you can fall for chains of gold
You know you you fall for pretty strangers
And the promises since they hold
Well you promised me everything
And then you and then you promised me thick and thin
And now you just turn away and say
Romeo I think I used to have a scene with him
Oh Juliet when we made love you used to cry
You said I love you like the stars above
Im gonna love you till I die
Theres a place for us I know you know this song
Now when you gonna realize it was just that the time was wrong 
Julie Im so in love
So in love yeah
But I cant do the talk
Like they talk on my TV screen
I cant do a love song
Not the way you sung it to me
I cant do anything
But I would do anything for you oh no
I cant do anything
Except be in love with you
Yeah now all I do is miss you
And the way it used to be
And all and all I do is keep the beat
I keep bad bad company
And all I do is kiss you
Through the bars of this rhyme
When Julie Id do the stars with you
Anytime
Oh Juliet when we made love you used to cry
You said I love you like the stars above
Im gonna love you till I die
Theres a place for us I know you know the movie song
One day you gonna realize it was just that the time was wrong
Julie Julie Julie
Oh this love struck Romeo
Sings the streets a serenade
Layin everybody low
Hes got a love song that he made
Finds a convenient street light
And hell step out of the shade and hell say something like
You and me babe how about it "
Indigo Girls,Virginia Wolf,"Some will strut and some will fret see this an hour on the stage others will not but theyll sweat in their hopelessness in the rage were all the same the men of anger and the women of the page they published your diary and thats how i got to know you key to the room of your own and a mind without end heres a young girl on a kind of a telephone line through time the voice at the other end comes like a long lost friend so i know im alright my life will come my life will go still i feel its alright I just got a letter to my soul when my whole life is on the tip of my tongue empty pages for the no longer young the apathy of time laughs in my face you say each life has its place the hatches were battened thunderclouds rolled and the critics stormed battles surrounded the white flag of your youth but if you need to know that you weathered the storm of cruel mortality a hundred years later im sitting here living proof so you know its alright your life will come your life will go still youll feel its
alright someone will get a letter to your soul when your whole life was on the tip of you tongue empty pages for the no longer young the apathy of time laughed in your face did you hear me say each life has its place the place where you hold me is dark in a pocket of truth the moon has swallowed the sun and the light of the earth and so it was for you when the river eclipsed your life but sent your soul like a message in a bottle to me and it was my rebirth so we know its alright life will come and life will go still we know its alright someone will get a message to your soul then you know its alright and you feel its alright (when my whole life is on the tip of my tongue empty pages for the no longer young) then you know its alright and you feel its alright (each life has its place you say each life has its place) its alright"
Indigo Girls,Chickenman,I am an only child born of the wild riddled to spend my time defending my land you are my only one born in the sun riddled to spend your time defending my plan dead dog on the highway median cats are growling at me i turn my lights on brighter counting through the night ride one more life for the taker chickenman one more song for the maker chickenman on the road to Athens i saw a dead deer on the highway i slipped into a desert five prairie dogs and a rabbit i was running down on queen street i saw a woman on the sidewalk she was beaten by a stranger danger danger danger one more life for the taker chickenman chicken man chickenman hold my hand one more life forthe maker hold my hand chickenman i was on the road to Austin i met a man on the highway he sold me junk and conversation he was wise and dirty from the wather i said darkness into darkness all the carnage of my journeys makes it hard to be living he said its a long road to be forgiven one more life for the taker chickenman chickenman chickenman hold my hand one more song for the maker chickenman chickenman chickenman hold my hand i am an only child born of the wild riddled to spend my time defending my land you are my only one born in the sun riddled to spend you time defending my plan i went looking for a car found myself beneath the stars i went looking for a girl found a man and his world chickenman chickenman chickenman hold my hand i am an only child hold my hand chickenman chickenman chickenman hold my hand
Indigo Girls,Airplane,"Up on the airplane nearer my god to thee i start making a deal inspired by gravity if i did wrong i wont do it again i can be sweet and good and nice and if i had enemies theyre friends i hold onto my life with the grip of a vice up on the airplane nearer my god to thee i start making a deal inspired by gravity that little spot on the ground is my hometown i like to call it my home and its sweet id rather take a seat down there than a throne up here up above 30 000 feet and im up on the airplane i never shouldve read my horo  scope or the fortune on the bubble gum strip saying what you think wont happen will great thing to read before a trip on an airplane pilot says the big blue skys like a swimming pool big fluffy clouds like a feather bed id rather have a real pillow underneath my head lying in my bed which is in my hometown which is on the ground far from an airplane far from an airplane up on the airplane up on the (ill be making a deal) up on the (ill be making a deal) up on the
(ill be making a deal)"
Indigo Girls,Nashville,"As i drive from your pearly gates i realize that i just cant stay all those mountains they kept you locked inside and hid the truth from my slighted eyes i came to you with a half open heart dreams upon my back illusions of a brand new start nashville cant i carry the load is it my fault i cant reap what i sow  nashville did you give me half a chance with your southern style and your hidden dance  all those voices they whisper through my walls they talk of falling fast they say im losing it all they say im running blind to a love of my own but ill be walking proud Im saving what i still own i fell on my knees to kiss your land but you are so far down i cant even see to stand nashville you forgot the human race you see with half a mind what colors hide the face nashville id like to know your fate id like to stay awhile but ive seen your lowered state today im leaving but ive got all these debts to pay we all owe our dues ill pay in some other place i never ask that you pay me back we all arrive
with more i left with less than i had your town is made for people passing through a last chance for cause well i thought i knew nashville tell me what you gonna do with your southern style itll never pull you through nashville i cant place no blame but if you forget my face ill never call your name again i fell on my knees to kiss your land but you are so far down i cant even see to stand nashville you forgot the human race you see with half a mind what colors hide the face nashville id like to know your fate id like to stay awhile but ive seen your lowered state today im running away
"
Indigo Girls,Let It Be Me,"Sticks and stones battle zones a single light bulb on a single thread for the black sirens wail history fails rose colored glass begins to age and crack while the politicians shadowbox the power ring in an endless split decision never solve anything from a neighbors distant land i heard the strain of the common man let it be me (this is not a fighting song) let it be me (not a wrong for a wrong) let it be me if the world is night shine my life like a light well the world seems spent and the president has no good idea of who the masses are well im one of them and im among friends trying to see beyond the fences of our own backyard ive seen kingdoms blow like ashes in the winds of change but the power of truth is the fuel for the flame so the darker the ages get theres a stronger beacon yet let it be me (this is not a fighting song) let it be me (not a wrong for a wrong) let it be me if the world is night shine my life like a light in the kind word you speak in the turn of the cheek when your vision
stays clear in the face of your fear then you see turning off a light switch is their only power when we stand like spotlights in a mighty tower all for one and one for all then we sing the common call let it be me (this is not a fighting song) let it be me (not a wrong for a wrong) let it be me if the world is night shine my life like a light"
Indigo Girls,Cedar Tree,You dug a well you dug it deep for every wife you buried you planted a cedar tree the best you ever had i stand where you stood i stand for the bad or good i am green you are wood the best he ever had i dig a well i dig it deep and for my only love i plant a cedar tree the best we ever had
